Fecha;Fondo;Ticker;Accion;Porcentaje;Modif_porc;Peso_absoluto;Precio;Banco;CNMV
01-09-2024;BESTIDEAS;PG;PROCTER GAMBLE CO THE;1.111062619;0.008880785743692237;0.00986710906716456;171.54;IBERCAJA;NOSE
01-09-2024;BESTIDEAS;LOG.MC;Logista            Industrials ;1.078354466;0.01459854014598548;0.015742400963503735;27.8;IBERCAJA;NOSE
01-09-2024;BESTIDEAS;MAP.MC;Mapfre, S.A.;1.062894187;0.0106477373558119;0.01131741814019522;2.278;IBERCAJA;NOSE
01-09-2024;BESTIDEAS;PBR-A;PETROLEO BRASIL-SP;0.0;-0.004996431120628143;-0.0;13.94;IBERCAJA;NOSE
01-09-2024;BOLSAESPANA;IBE.MC;IBERDROLA EUR 5.600 9,41 6.821 10,21;9.5;0.006279434850863428;0.05965463108320256;12.82;IBERCAJA;NOSE
01-09-2024;BOLSAESPANA;ITX.MC;INDITEX EUR 3.680 6,18 6.102 9,14;9.09;-0.007497467071935249;-0.06815197568389142;48.98;IBERCAJA;NOSE
01-09-2024;BOLSAESPANA;SAN.MC;BANCO SANTANDER EUR;7.86;0.0016709368385875647;0.013133563551298258;4.496;IBERCAJA;NOSE
01-09-2024;BOLSAESPANA;BBVA.MC;BBVA EUR 2.890 4,86 4.524 6,77;7.42;0.008200168208578574;0.060845248107653016;9.59;IBERCAJA;NOSE
01-09-2024;BOLSAESPANA;CABK.MC;CAIXABANK EUR 1.348 2,83 786 1,64;5.15;0.010362694300518144;0.05336787564766844;5.46;IBERCAJA;NOSE
01-09-2024;BOLSAESPANA;FER.MC;FERROVIAL EUR 1.400 2,94 1.424 2,98;4.66;0.010171306209850175;0.047398286937901817;37.74;IBERCAJA;NOSE
01-09-2024;BOLSAESPANA;BKT.MC;BANKINTER EUR 888 1,86 664 1,39;4.58;0.0057861635220126115;0.02650062893081776;7.996;IBERCAJA;NOSE
01-09-2024;BOLSAESPANA;REP.MC;REPSOL SA EUR 2.852 4,79 3.884 5,82;3.96;0.0016083634901487393;0.006369119420989008;12.455;IBERCAJA;NOSE
01-09-2024;BOLSAESPANA;GCO.MC;CATALANA OCCIDENTE S EUR 1.190 2,49 1.020 2,13;3.18;0.006305170239596469;0.020050441361916773;39.9;IBERCAJA;NOSE
01-09-2024;BOLSAESPANA;VIS.MC;VISCOFAN EUR 442 0,93 435 0,91;3.09;0.0;0.0;61.1;IBERCAJA;NOSE
01-09-2024;BOLSAESPANA;CLNX.MC;CELLNEX TELECOM SAU EUR 1.838 3,09 1.208 1,81;2.96;-0.0020000000000000083;-0.005920000000000024;34.93;IBERCAJA;NOSE
01-09-2024;BOLSAESPANA;VID.MC;VIDRALA EUR 1.282 2,69 1.298 2,71;2.95;0.011270491803278777;0.0332479508196724;98.7;IBERCAJA;NOSE
01-09-2024;BOLSAESPANA;GRF.MC;GRIFOLS SA EUR 2.200 3,70 1.040 1,56;2.92;0.0143753796315043;0.041976108523992556;10.02;IBERCAJA;NOSE
01-09-2024;BOLSAESPANA;ELE.MC;ENDESA S.A. EUR 1.173 2,46 1.162 2,43;2.38;0.004470155140678457;0.010638969234814727;19.1;IBERCAJA;NOSE
01-09-2024;BOLSAESPANA;CAF.MC;C.A.F. EUR 942 1,97 945 1,98;2.3;0.00580551523947738;0.013352685050797971;34.65;IBERCAJA;NOSE
01-09-2024;BOLSAESPANA;MAP.MC;MAPFRE EUR 629 1,32 564 1,18;2.28;0.0106477373558119;0.024276841171251128;2.278;IBERCAJA;NOSE
